CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
717500133,1,42,M,4,3,2,$80K - $120K,1,36,3,2,3,10374,599,9775,4240,63,0.058
720988083,1,45,F,1,3,1,Less than $40K,1,35,3,3,2,1438.3,1080,358.3,4425,79,0.751
713594883,2,44,F,2,3,2,Unknown,1,32,5,3,3,1486,849,637,2380,43,0.571
719848908,1,41,F,3,2,1,Unknown,1,33,3,3,3,2542,0,2542,4087,73,0
714962658,2,35,M,2,4,2,Less than $40K,1,36,5,3,3,1931,0,1931,2482,40,0
717429258,2,48,F,3,7,2,Less than $40K,1,39,3,3,4,1644,500,1144,2450,45,0.304
717022533,1,43,F,2,6,2,$40K - $60K,1,36,4,1,3,2283,0,2283,4088,66,0
710853033,1,36,F,1,7,3,Less than $40K,1,36,3,2,2,4943,1204,3739,4024,82,0.244
709548783,2,44,M,2,7,3,$40K - $60K,1,36,5,3,4,1438.3,0,1438.3,2100,54,0
780055308,1,43,F,3,5,2,Less than $40K,1,28,3,1,3,1438.3,0,1438.3,4482,54,0
714252933,1,52,F,2,5,0,Less than $40K,1,45,4,2,3,1438.3,0,1438.3,4737,80,0
713336883,2,61,F,0,1,2,Less than $40K,1,36,4,3,4,1760,0,1760,2285,46,0
713119308,1,50,F,3,4,2,Less than $40K,1,39,4,4,3,1852,0,1852,4339,82,0
710815608,1,43,M,2,1,1,$60K - $80K,1,25,3,2,3,2049,1530,519,4521,70,0.747
809626983,2,48,F,3,1,1,Less than $40K,1,43,3,3,3,1670,0,1670,2790,37,0
803398983,1,35,F,3,4,0,Less than $40K,1,29,4,2,3,1511,864,647,4823,64,0.572
717568308,1,39,M,1,4,2,$80K - $120K,1,36,4,2,1,6018,0,6018,4355,78,0
711694083,1,59,F,0,6,2,Less than $40K,1,48,4,2,2,3030,1251,1779,4724,71,0.413
712258308,1,58,F,4,1,2,Less than $40K,1,39,3,1,3,2755,1483,1272,4394,75,0.538
713884458,1,51,M,4,1,2,$80K - $120K,1,37,6,2,2,8783,2142,6641,4425,83,0.244
716160708,1,64,M,1,2,2,Less than $40K,1,36,4,3,1,1861,1677,184,5225,94,0.901
772728933,2,50,M,2,1,1,$120K +,1,40,6,4,3,13709,813,12896,2511,40,0.059
815320383,2,46,F,3,4,3,Less than $40K,1,41,5,3,2,4710,0,4710,2690,43,0
712117983,1,49,M,4,2,1,$80K - $120K,1,39,6,3,2,17285,1853,15432,4787,60,0.107
788694558,1,53,F,3,3,2,Less than $40K,1,40,5,2,3,1438.3,661,777.3,4463,87,0.46
709275558,1,54,M,2,2,2,$60K - $80K,1,44,6,3,2,7866,0,7866,4238,55,0
711216933,1,42,F,1,1,1,Less than $40K,1,36,4,3,1,2190,1299,891,5026,77,0.593
717069033,1,43,F,4,2,1,Less than $40K,1,30,4,1,3,4829,1153,3676,4778,65,0.239
714992733,1,46,M,3,2,0,$80K - $120K,1,36,5,1,1,3210,2081,1129,3962,62,0.648
809445858,1,38,F,0,2,2,Less than $40K,1,32,6,3,3,1755,750,1005,5000,79,0.427
708859158,1,47,F,4,2,2,$40K - $60K,1,37,4,1,1,1438.3,703,735.3,4341,80,0.489
710040483,1,37,M,3,3,3,$60K - $80K,1,26,6,2,1,14485,2124,12361,3895,87,0.147
714667608,1,47,M,5,6,1,$40K - $60K,1,36,4,3,2,6043,0,6043,4256,78,0
714475908,2,43,M,2,3,2,$60K - $80K,1,35,5,3,2,6348,0,6348,1732,39,0
713656308,1,56,F,0,1,1,Less than $40K,1,48,3,3,1,1438.3,0,1438.3,4210,75,0
716790633,2,43,M,3,2,1,$60K - $80K,1,36,4,2,3,17239,0,17239,1789,38,0
716127333,2,45,F,3,2,1,Unknown,1,36,5,2,3,18432,484,17948,2300,45,0.026
713017758,1,47,F,1,3,2,Less than $40K,1,32,6,2,2,1636,1135,501,5056,85,0.694
717893358,1,43,F,3,2,1,Unknown,1,33,6,1,3,7951,1456,6495,4452,65,0.183
780032208,2,44,M,3,2,1,$60K - $80K,1,34,5,3,3,14201,0,14201,2223,47,0
720219633,1,52,F,0,2,3,$40K - $60K,1,42,4,3,2,2723,1544,1179,4108,70,0.567
711676008,1,52,F,1,2,2,Less than $40K,1,44,5,2,2,2019,991,1028,3603,59,0.491
714192033,1,43,F,3,1,2,Unknown,1,25,5,1,2,10305,1870,8435,4018,63,0.181
713442933,1,49,M,3,4,1,$40K - $60K,1,32,4,3,3,3114,2208,906,5219,86,0.709
789052308,2,40,M,3,2,3,$40K - $60K,1,28,6,2,2,4323,0,4323,2451,38,0
714948858,2,50,F,2,4,2,Less than $40K,1,36,3,2,2,3647,2517,1130,2935,58,0.69
711772983,1,43,M,2,1,2,$60K - $80K,1,35,5,2,2,1849,1293,556,4678,71,0.699
802937058,1,53,M,1,2,1,$80K - $120K,1,47,3,3,1,2540,1859,681,4480,80,0.732
712493058,1,42,F,5,1,2,Unknown,1,31,6,3,2,4972,0,4972,4524,72,0
718808883,1,55,F,2,2,2,Less than $40K,3,47,3,3,1,13565,0,13565,3705,69,0
719685408,2,40,M,2,3,1,$60K - $80K,1,29,3,2,2,6332,318,6014,2505,43,0.05
708829758,1,41,M,2,1,1,$60K - $80K,1,36,4,3,2,6062,761,5301,3877,66,0.126
710792733,1,47,F,3,6,1,Less than $40K,1,29,4,2,2,2897,638,2259,4491,75,0.22
716838633,1,46,M,4,1,2,$60K - $80K,1,36,4,5,0,13407,1341,12066,4869,84,0.1
714041283,1,50,F,2,2,2,Unknown,1,40,5,2,2,6610,1663,4947,4735,83,0.252
710284233,2,33,M,4,3,1,$80K - $120K,1,36,5,3,4,1438.3,0,1438.3,2439,43,0
752944533,1,45,F,5,1,1,Less than $40K,1,34,4,1,2,2030,1269,761,5067,88,0.625
713312208,2,53,M,1,1,1,$40K - $60K,1,43,1,2,3,3146,0,3146,1868,38,0
804045933,1,36,M,0,2,1,$80K - $120K,1,30,5,3,2,5302,2414,2888,4284,74,0.455
716662683,1,55,F,2,4,2,Less than $40K,1,45,6,2,3,3185,1820,1365,5069,81,0.571
713432508,1,42,F,3,6,1,Less than $40K,1,36,4,3,2,4328,1749,2579,4593,72,0.404
799475658,1,51,F,3,3,1,Less than $40K,1,45,3,3,3,2238,1300,938,4508,79,0.581
719849958,1,44,F,4,2,2,Less than $40K,1,36,4,3,3,2658,1884,774,4779,83,0.709
715803933,1,47,M,1,6,2,$60K - $80K,1,36,4,2,2,9090,1371,7719,4422,65,0.151
779486433,1,46,F,5,4,2,Less than $40K,1,28,3,2,3,2424,2169,255,4209,76,0.895
708281433,1,57,F,2,2,1,Less than $40K,1,36,5,1,3,1438.3,0,1438.3,3848,75,0
779844408,2,43,F,1,6,1,Less than $40K,1,27,4,3,3,1438.3,0,1438.3,2137,40,0
721306908,1,61,F,1,2,2,Unknown,1,44,4,3,2,2303,540,1763,3440,46,0.234
713964858,1,51,M,2,2,0,$120K +,1,41,4,2,3,2792,887,1905,4074,81,0.318
717545808,1,44,F,4,6,2,Less than $40K,1,32,3,1,2,2900,1987,913,4549,70,0.685
771232533,1,46,F,2,2,1,Less than $40K,1,33,3,3,3,2267,1283,984,4249,81,0.566
710883483,1,52,F,1,2,1,$40K - $60K,1,34,3,3,3,4189,2066,2123,4661,85,0.493
801715383,2,45,M,4,2,1,$60K - $80K,1,39,6,3,2,12890,0,12890,2216,51,0
719594433,1,35,F,2,2,2,Unknown,1,26,6,1,2,3269,1434,1835,4672,66,0.439
716310633,1,59,F,1,6,2,Less than $40K,1,36,6,2,2,2759,2481,278,5037,84,0.899
714188883,2,46,F,5,7,2,Less than $40K,1,37,3,2,2,1787,0,1787,2345,36,0
772437633,1,43,M,3,2,2,$60K - $80K,1,33,4,2,3,6854,0,6854,4578,72,0
708536283,2,35,M,1,7,2,$80K - $120K,1,27,3,2,2,2904,2517,387,2653,46,0.867
772569033,1,44,M,0,1,0,$80K - $120K,1,34,5,2,2,5293,1236,4057,4572,90,0.234
714443883,1,57,F,3,2,1,Less than $40K,1,49,4,2,1,1781,0,1781,4593,81,0
710369658,1,50,M,3,4,1,$60K - $80K,1,36,4,3,2,3276,2353,923,4488,92,0.718
788440083,1,55,M,2,3,2,$60K - $80K,3,48,5,3,3,34516,1384,33132,3807,82,0.04
773332908,1,48,M,4,1,3,$60K - $80K,1,30,3,3,2,14670,1900,12770,4221,83,0.13
709307808,2,59,F,2,1,1,$40K - $60K,1,36,3,3,3,4375,0,4375,2507,53,0
712507758,1,36,F,2,5,3,Unknown,1,24,6,3,3,3448,1903,1545,5471,87,0.552
715701033,2,43,M,2,2,1,$80K - $120K,1,33,5,3,3,2111,1761,350,2112,46,0.834
718478883,1,55,F,2,5,2,Less than $40K,1,36,4,1,3,3123,0,3123,4424,81,0
788734158,1,42,M,4,2,1,$40K - $60K,1,19,5,3,2,8374,0,8374,4493,59,0
794490858,1,48,F,1,1,1,$40K - $60K,3,28,3,1,2,15713,1387,14326,4775,61,0.088
718397658,1,60,F,0,4,2,$40K - $60K,1,36,6,3,2,4115,1231,2884,3627,61,0.299
718826883,2,50,M,3,3,2,$80K - $120K,1,36,6,3,2,6925,0,6925,2506,36,0
716733933,1,42,F,2,1,1,Unknown,1,30,5,3,2,1898,725,1173,5051,64,0.382
809307108,1,44,F,1,1,2,Unknown,1,39,4,3,2,2021,1182,839,4209,77,0.585
778671483,1,33,F,3,3,2,Less than $40K,1,13,5,3,3,1630,1008,622,4143,67,0.618
815504583,2,48,F,4,2,2,$40K - $60K,1,43,3,2,4,1538,0,1538,2275,43,0
789319458,1,48,M,5,3,2,$60K - $80K,1,38,6,2,3,22639,1481,21158,4219,65,0.065
710382108,1,39,F,3,6,1,Less than $40K,1,19,5,1,2,2452,2423,29,4204,63,0.988
720895533,1,32,F,4,4,1,Less than $40K,1,22,6,3,3,1438.3,1056,382.3,4885,78,0.734
709891608,2,41,M,2,1,1,$120K +,1,24,5,2,3,9924,0,9924,1949,43,0
717136533,1,37,F,2,3,2,Less than $40K,1,26,4,2,2,2586,835,1751,4883,73,0.323
790164408,1,59,F,1,4,1,Less than $40K,1,52,6,3,3,2308,2094,214,4869,77,0.907
795613233,1,48,F,2,2,1,Unknown,1,42,4,2,0,10514,1494,9020,4949,76,0.142
709009833,1,54,M,3,2,1,$40K - $60K,1,44,3,3,3,1655,0,1655,4621,67,0
720054183,1,41,F,2,2,2,$40K - $60K,1,25,4,2,2,2768,2228,540,5112,86,0.805
713193408,1,59,F,0,4,2,Less than $40K,1,52,3,3,3,2533,2076,457,3816,75,0.82
801508383,1,48,M,2,2,1,$80K - $120K,1,42,6,3,2,25658,1721,23937,4498,85,0.067
711949683,2,55,F,2,5,0,$40K - $60K,1,36,6,2,3,4410,2517,1893,1883,44,0.571
787747308,2,49,F,4,3,3,Less than $40K,1,39,6,3,2,3468,2517,951,2494,39,0.726
720064158,1,51,F,3,6,1,Less than $40K,1,36,4,2,3,1438.3,0,1438.3,4323,70,0
779104608,2,34,F,3,1,3,Unknown,1,15,5,1,3,1438.3,0,1438.3,2819,48,0
715477233,1,55,F,1,1,3,Unknown,1,36,3,2,3,6968,1430,5538,4037,69,0.205
719524383,1,35,F,3,2,2,$40K - $60K,1,22,3,1,3,2441,1670,771,4105,73,0.684
713804883,2,46,F,4,6,2,Less than $40K,1,37,3,2,2,1836,0,1836,1799,28,0
710359458,1,50,F,1,2,1,$40K - $60K,1,36,5,1,3,2560,1807,753,4456,70,0.706
716311683,1,43,M,4,5,1,$80K - $120K,1,36,4,1,2,32733,1448,31285,3452,54,0.044
753795633,2,48,F,2,3,1,Less than $40K,1,41,5,3,2,2964,2517,447,2327,38,0.849
780076833,1,44,M,1,4,3,$80K - $120K,1,29,6,1,2,8315,1008,7307,4088,66,0.121
716019333,1,65,F,0,4,2,Less than $40K,1,56,6,3,3,2279,1789,490,4091,82,0.785
820657083,1,53,M,4,5,2,$80K - $120K,3,48,5,1,2,34516,800,33716,3819,72,0.023
716901858,1,49,M,4,7,1,$40K - $60K,1,39,5,1,2,1438.3,0,1438.3,3691,77,0
756571983,1,45,F,3,1,2,Less than $40K,1,36,6,2,3,2020,1103,917,4951,85,0.546
817607358,2,44,F,2,1,3,Unknown,2,35,3,3,3,34516,0,34516,2227,44,0
778268508,1,56,F,2,3,2,Unknown,1,47,5,2,1,5261,1966,3295,4448,86,0.374
778984383,1,43,F,3,1,1,Unknown,1,31,3,3,1,2692,2039,653,4622,73,0.757
720771933,1,49,F,3,6,1,$40K - $60K,1,36,5,2,1,1994,0,1994,4434,69,0
748827033,1,44,M,3,2,0,$60K - $80K,1,37,5,2,3,3290,0,3290,4780,84,0
712591983,1,52,F,5,2,2,$40K - $60K,1,41,4,2,3,3035,1960,1075,4104,79,0.646
712181658,1,37,F,2,2,2,$40K - $60K,1,36,4,3,1,2407,1552,855,4983,86,0.645
712297683,2,47,F,3,5,1,Less than $40K,1,35,6,3,2,1781,0,1781,2196,35,0
714684933,2,40,F,1,3,1,Less than $40K,1,28,5,2,3,3680,0,3680,2725,41,0
720742083,2,48,F,4,4,1,Less than $40K,1,36,4,3,3,2740,2425,315,2431,46,0.885
772310958,1,42,F,2,2,1,Less than $40K,1,31,4,6,3,4311,822,3489,4965,94,0.191
715343883,1,42,F,3,1,2,Less than $40K,1,32,5,3,3,1931,1297,634,4693,66,0.672
720470133,1,59,M,0,2,2,Less than $40K,1,36,5,3,3,3604,1483,2121,4576,87,0.411
710420133,1,47,F,2,2,1,Less than $40K,1,34,6,2,2,2190,0,2190,4416,68,0
720933408,1,56,F,2,3,3,Less than $40K,1,36,3,1,2,8438,1825,6613,4798,89,0.216
716304483,1,46,F,3,1,1,$40K - $60K,1,36,3,2,3,3413,2372,1041,5029,86,0.695
719534058,1,26,F,0,2,3,Less than $40K,1,14,3,2,1,2163,1942,221,4380,57,0.898
710515308,1,42,F,1,2,2,Less than $40K,1,36,4,3,1,3595,1904,1691,5025,84,0.53
797241108,1,47,M,1,2,1,$120K +,1,41,5,3,3,9036,1080,7956,4500,83,0.12
708884658,1,48,F,2,2,1,Less than $40K,1,31,5,1,1,2315,1565,750,4828,90,0.676
794475483,1,44,M,4,3,1,$80K - $120K,3,27,4,3,2,34516,1043,33473,4654,59,0.03
714315858,1,56,F,3,1,1,Less than $40K,1,37,6,1,3,4008,1650,2358,5429,71,0.412
717217983,1,43,F,3,2,1,Less than $40K,1,30,6,2,3,3143,2517,626,5409,79,0.801
721124658,2,40,M,3,3,2,$80K - $120K,1,27,4,2,3,3427,0,3427,2625,63,0
716753058,1,38,F,3,2,2,Less than $40K,1,28,6,2,2,2699,564,2135,4813,78,0.209
711069483,1,40,F,2,2,2,Less than $40K,1,36,6,2,2,1538,0,1538,4884,79,0
708478233,1,48,F,3,2,1,$40K - $60K,1,36,4,2,2,5573,1238,4335,4348,90,0.222
710783358,1,46,M,3,1,3,$80K - $120K,1,35,5,3,2,2570,1764,806,4442,85,0.686
713710383,1,43,M,2,1,3,$80K - $120K,1,30,4,2,1,18008,2517,15491,2659,55,0.14
720815208,2,52,M,0,1,2,$120K +,1,39,5,3,3,34516,216,34300,2395,47,0.006
721338783,1,49,F,4,3,1,Unknown,1,36,3,2,3,13483,2517,10966,3427,72,0.187
714121983,1,49,F,3,2,2,Unknown,1,42,4,2,3,4349,1400,2949,4694,84,0.322
715061733,1,42,M,3,5,2,$60K - $80K,1,36,4,1,3,11698,1060,10638,3539,81,0.091
720520308,2,46,F,4,2,1,Less than $40K,1,28,4,2,3,8318,2517,5801,2427,52,0.303
806908608,1,46,F,2,4,1,Less than $40K,1,41,5,2,3,1438.3,0,1438.3,3942,78,0
798972183,2,49,F,2,4,2,$40K - $60K,1,43,1,3,2,1643,526,1117,2520,38,0.32
715030308,1,42,M,4,2,1,$40K - $60K,1,27,5,1,2,1503,929,574,4680,67,0.618
708244458,1,47,F,2,4,1,Less than $40K,1,35,3,3,2,2793,1517,1276,3485,72,0.543
789479058,1,45,F,4,5,0,$40K - $60K,1,37,5,3,3,1438.3,0,1438.3,4459,66,0
784998108,1,33,M,3,1,1,$80K - $120K,1,22,5,3,2,9094,0,9094,4203,76,0
711808383,1,50,M,3,2,0,$60K - $80K,1,39,5,1,3,6362,1709,4653,4476,85,0.269
770839608,1,60,F,1,4,2,Less than $40K,1,47,6,1,1,2394,1427,967,4611,82,0.596
713866308,1,45,M,4,4,2,$60K - $80K,1,36,5,2,1,15100,2004,13096,4135,76,0.133
714250908,2,53,F,2,2,1,Less than $40K,1,47,3,4,2,2927,2517,410,2231,60,0.86
739317558,1,48,M,5,2,1,$80K - $120K,1,35,4,3,3,9030,2369,6661,4899,84,0.262
718702908,1,53,F,2,4,2,Less than $40K,1,36,6,2,1,1543,1041,502,4312,84,0.675
720644883,1,53,F,1,5,1,Unknown,1,40,3,2,1,4941,1867,3074,5104,87,0.378
717182883,1,33,F,1,1,1,Unknown,1,36,3,2,2,2279,1432,847,4169,74,0.628
719384433,2,44,F,3,1,0,Less than $40K,1,28,5,2,3,1877,1203,674,2581,57,0.641
787301208,1,52,M,2,3,0,$40K - $60K,1,46,5,1,1,1438.3,0,1438.3,3763,74,0
720924633,1,40,F,5,2,3,Less than $40K,1,27,4,2,1,1438.3,0,1438.3,4397,73,0
721316358,1,41,M,3,1,1,$60K - $80K,1,28,5,1,1,9577,632,8945,4086,62,0.066
716118633,1,43,M,2,6,0,$60K - $80K,1,36,6,1,1,5427,2177,3250,4328,73,0.401
789880533,2,46,F,4,2,2,$40K - $60K,1,36,5,3,4,5913,1651,4262,2404,39,0.279
711221958,2,43,F,3,2,2,$40K - $60K,1,26,3,2,2,2867,0,2867,2646,41,0
715510683,1,40,F,1,1,2,Less than $40K,1,29,3,2,2,2506,1362,1144,4665,82,0.543
718689258,1,39,F,2,7,1,$40K - $60K,1,29,5,2,3,1693,1101,592,4203,87,0.65
716368008,2,54,F,1,2,1,Unknown,1,36,4,2,2,3137,959,2178,2925,41,0.306
712092783,2,47,F,3,7,2,Less than $40K,1,40,6,2,3,2437,0,2437,2027,42,0
789541458,1,35,F,1,1,1,Less than $40K,1,28,6,0,2,1438.3,977,461.3,4840,85,0.679
719539458,1,46,F,3,2,2,Less than $40K,1,41,5,3,3,3913,0,3913,5170,93,0
713082708,1,41,F,2,1,1,Less than $40K,1,36,6,2,2,4953,991,3962,4183,67,0.2
794665608,1,48,F,3,2,2,$40K - $60K,1,33,4,2,3,5724,582,5142,4510,59,0.102
712827258,1,37,M,3,3,1,$40K - $60K,1,25,5,0,3,1438.3,0,1438.3,5046,77,0
714525633,1,55,F,2,4,2,Less than $40K,1,36,3,3,2,1886,1023,863,4233,81,0.542
708726708,2,42,F,3,2,2,$40K - $60K,1,36,6,2,3,1451,599,852,2192,35,0.413
768498258,1,47,F,1,1,1,Unknown,1,41,3,2,3,2950,1642,1308,4740,83,0.557
712767858,2,42,F,0,5,2,$40K - $60K,1,30,5,2,3,1438.3,1223,215.3,2181,43,0.85
709231683,1,36,F,2,2,3,$40K - $60K,1,23,6,2,3,2024,901,1123,4861,84,0.445
712445583,2,33,F,0,5,2,Unknown,1,15,3,1,4,2299,0,2299,2323,47,0
711461658,1,47,M,1,1,1,$40K - $60K,1,29,5,3,2,3291,1197,2094,3228,82,0.364
713891133,2,41,F,2,4,2,Less than $40K,1,36,3,2,2,1438.3,834,604.3,1890,43,0.58
710074458,1,41,F,5,1,0,Less than $40K,1,34,3,1,3,2137,996,1141,4290,90,0.466
779279883,2,60,F,2,1,1,Less than $40K,1,42,3,3,2,1438.3,0,1438.3,1628,42,0
719674533,1,48,M,3,4,2,$80K - $120K,1,44,5,1,3,16794,1527,15267,4040,76,0.091
716535408,1,43,M,3,4,1,$40K - $60K,1,32,3,1,3,12219,1462,10757,3843,69,0.12
710319108,1,54,F,2,1,1,Less than $40K,1,47,4,2,3,1804,1298,506,4542,73,0.72
714777858,1,60,F,2,4,1,Less than $40K,1,36,6,3,2,2343,2066,277,4858,69,0.882
769974258,1,44,M,3,6,2,$80K - $120K,1,38,5,2,3,19724,0,19724,3830,82,0
717819633,1,49,F,3,3,1,Less than $40K,1,42,6,1,2,3949,1463,2486,4124,57,0.37
712953483,2,64,F,0,2,2,Less than $40K,1,36,1,3,4,1682,0,1682,1811,39,0
779029458,2,54,F,1,6,2,Less than $40K,1,35,4,3,3,1724,0,1724,2725,47,0
721321383,1,50,F,3,7,1,Less than $40K,1,41,3,3,2,2372,1148,1224,4418,80,0.484
716973333,1,40,M,3,3,1,$120K +,1,28,3,3,2,4642,1676,2966,5080,76,0.361
709946658,1,49,F,4,5,2,$40K - $60K,1,30,5,3,3,2765,1211,1554,4629,58,0.438
709243533,1,49,F,2,4,2,Less than $40K,1,41,5,3,2,2555,1815,740,4552,75,0.71
709999308,1,51,M,3,3,1,$80K - $120K,1,40,3,2,2,3150,0,3150,3477,78,0
712389108,1,43,F,2,2,1,Less than $40K,1,36,6,3,2,2570,2107,463,4058,83,0.82
712305333,1,59,M,0,2,2,$60K - $80K,1,53,4,2,2,4386,2505,1881,4064,65,0.571
812785158,1,42,M,4,3,1,Less than $40K,1,37,4,3,2,2411,1797,614,4331,63,0.745
765459858,2,47,M,3,2,0,Less than $40K,1,40,4,4,3,6397,0,6397,2511,56,0
714894708,2,53,M,1,3,3,$120K +,1,45,4,4,2,23958,2517,21441,2777,45,0.105
711296508,1,49,F,3,2,2,Less than $40K,1,42,5,2,3,2608,2455,153,4776,85,0.941
795713058,1,45,M,3,6,1,$40K - $60K,1,39,3,1,2,4409,1753,2656,4292,76,0.398
789487308,1,48,M,2,7,2,$60K - $80K,1,39,3,2,2,10033,0,10033,4106,78,0
720130233,2,48,M,2,1,2,$60K - $80K,1,36,4,3,1,1641,0,1641,2536,45,0
789047208,1,57,F,2,1,2,Less than $40K,1,45,4,1,3,2454,1610,844,4983,79,0.656
715864983,1,56,F,2,1,1,Less than $40K,1,43,5,2,2,1978,0,1978,4870,83,0
708765933,1,46,M,2,6,1,$60K - $80K,1,36,3,2,2,5464,887,4577,4866,81,0.162
809320908,1,42,M,3,1,2,$60K - $80K,1,37,3,3,3,5951,0,5951,4160,84,0
779324358,1,49,F,2,3,2,Less than $40K,1,31,6,1,3,2381,1603,778,4013,79,0.673
713730108,1,48,M,4,6,0,$60K - $80K,1,38,3,2,2,11596,1258,10338,4686,67,0.108
711783483,1,55,F,3,6,2,$40K - $60K,1,46,4,3,2,5162,984,4178,3562,72,0.191
719294433,1,63,F,1,3,2,Unknown,1,55,4,3,1,16312,520,15792,4366,68,0.032
718279008,2,44,M,3,1,2,$60K - $80K,3,36,5,2,3,25276,0,25276,2282,38,0
721238508,1,38,F,3,1,2,Less than $40K,1,26,3,3,3,1939,1484,455,4790,77,0.765
709365483,1,45,F,2,7,0,$40K - $60K,1,36,5,3,3,2788,1826,962,4437,67,0.655
718477983,1,54,F,3,1,1,Less than $40K,1,42,4,2,3,1438.3,1108,330.3,4776,90,0.77
719809533,1,59,F,0,4,1,Less than $40K,1,36,6,1,4,2448,1969,479,5066,84,0.804
717239133,1,52,F,1,5,1,Unknown,1,40,5,3,1,10317,642,9675,3939,60,0.062
814091058,2,38,F,1,5,2,Less than $40K,1,33,6,2,3,3119,2517,602,2492,50,0.807
710555433,2,42,F,4,2,2,Less than $40K,1,36,6,2,2,2803,0,2803,2216,40,0
770956158,1,43,F,4,2,3,Less than $40K,1,30,3,2,1,2397,2151,246,4140,68,0.897
718263108,2,44,F,3,4,0,Less than $40K,1,32,3,3,2,1693,1457,236,2829,42,0.861
715984908,1,52,M,2,2,1,$80K - $120K,1,36,4,3,2,2866,1882,984,4850,84,0.657
711020358,1,52,F,3,3,3,$40K - $60K,1,36,5,2,2,2498,1650,848,4434,79,0.661
788769783,1,42,F,4,5,0,Less than $40K,1,23,6,1,3,1878,1024,854,4707,74,0.545
715496808,1,53,F,1,2,1,$40K - $60K,1,36,6,3,3,2712,2487,225,4159,69,0.917
779931783,2,52,M,2,1,2,$120K +,1,38,6,3,3,34516,0,34516,2213,47,0
818763033,1,34,F,3,2,1,$40K - $60K,1,29,6,1,1,6169,2517,3652,4794,71,0.408
711953358,1,51,M,2,2,1,$80K - $120K,1,35,4,2,2,6205,2264,3941,4605,88,0.365
716485308,1,43,F,2,4,3,Less than $40K,1,36,4,3,3,1780,1541,239,5008,93,0.866
716432658,1,48,F,3,1,1,Less than $40K,1,36,5,2,1,1438.3,0,1438.3,4490,65,0
712691883,2,41,F,2,1,1,Less than $40K,1,36,3,2,2,2811,2404,407,2245,41,0.855
712611108,2,59,F,1,4,2,Less than $40K,1,53,5,6,2,7501,2517,4984,2280,49,0.336
716245833,1,62,M,1,2,3,Less than $40K,1,36,6,3,2,2856,2517,339,4473,67,0.881
780052008,1,37,M,3,4,2,$80K - $120K,1,22,4,2,2,29898,1414,28484,3883,68,0.047
709759908,1,46,M,2,2,1,$60K - $80K,1,36,4,2,2,1939,685,1254,4327,84,0.353
788667408,1,50,F,2,1,1,Less than $40K,1,21,6,1,1,2965,1819,1146,4475,66,0.613
721449408,1,40,F,4,4,2,Less than $40K,1,25,6,2,1,2812,2029,783,4763,74,0.722
708316008,2,59,F,1,2,2,Unknown,1,36,3,2,3,10031,0,10031,1792,29,0
714655758,1,62,M,0,2,0,$40K - $60K,1,36,6,3,2,4049,0,4049,4003,73,0
711846183,2,38,F,3,2,2,$40K - $60K,1,26,3,2,3,2669,0,2669,2271,31,0
720612333,2,44,F,3,5,2,Less than $40K,1,28,6,2,2,1951,0,1951,2697,45,0
714673833,1,59,F,1,2,2,$40K - $60K,1,36,3,3,1,1528,0,1528,4411,77,0
710525508,2,48,F,2,1,1,Less than $40K,1,36,6,3,3,1438.3,455,983.3,2090,50,0.316
757854858,2,50,M,2,4,1,$60K - $80K,1,43,4,3,4,3143,0,3143,2297,37,0
714658233,1,46,F,5,1,3,Less than $40K,1,37,4,3,3,1438.3,725,713.3,3916,79,0.504
716381808,1,43,M,2,4,2,$40K - $60K,1,36,4,4,1,8406,0,8406,3820,75,0
720831783,1,50,F,0,1,3,Less than $40K,1,36,3,2,1,2242,888,1354,4708,81,0.396
714319233,2,44,M,5,2,0,$60K - $80K,1,36,3,3,6,6538,0,6538,2132,33,0
718178583,1,42,F,2,4,1,Less than $40K,1,29,3,3,1,4710,1604,3106,4663,78,0.341
708886533,1,50,M,1,2,2,$120K +,1,41,4,1,3,13032,1701,11331,4348,77,0.131
716239383,1,45,F,4,1,1,Less than $40K,1,36,5,2,2,2225,0,2225,4138,85,0
714672933,1,52,F,3,2,1,$40K - $60K,1,36,6,4,2,3143,2268,875,4417,84,0.722
809954133,1,49,M,2,3,1,$60K - $80K,1,44,6,1,3,5013,0,5013,5223,84,0
714855108,1,60,F,0,1,1,Less than $40K,1,50,6,0,1,3466,973,2493,4073,69,0.281
718730283,1,38,F,2,2,1,Less than $40K,1,18,5,3,3,1686,1206,480,4891,68,0.715
709232808,2,44,F,3,4,0,$40K - $60K,1,34,2,3,2,1689,0,1689,1588,37,0
804428958,1,47,M,1,2,1,$40K - $60K,1,42,3,2,1,1626,0,1626,4847,78,0
711474333,2,57,F,2,3,2,Less than $40K,1,51,3,5,2,1614,0,1614,1690,38,0
720070383,1,41,F,3,3,2,Unknown,1,29,6,3,3,2429,1966,463,4775,84,0.809
720322008,1,35,F,2,4,1,$40K - $60K,1,15,4,2,1,1438.3,834,604.3,4551,82,0.58
714527433,2,39,M,4,2,1,$80K - $120K,1,30,5,2,2,17523,0,17523,1974,54,0
